,country,year,bank_account,location_type,cellphone_access,household_size,age_of_respondent,gender_of_respondent,relationship_with_head,marital_status,education_level,job_type,living_condition,head_of_household
6771,Rwanda,2016,No,Rural,Yes,5,18,Male,Child,Single,Primary education,Self employed,Never Married,No
6772,Rwanda,2016,Yes,Urban,Yes,7,35,Female,Spouse,Married,Primary education,Other Income,Living together,No
6773,Rwanda,2016,No,Rural,Yes,3,36,Female,Head of Household,Married,No formal education,Informally employed,Living together,Yes
6774,Rwanda,2016,No,Rural,Yes,5,31,Female,Spouse,Married,Primary education,Informally employed,Living together,No
6775,Rwanda,2016,No,Rural,Yes,4,24,Female,Spouse,Married,Primary education,Farming and Fishing,Living together,No
6776,Rwanda,2016,Yes,Urban,Yes,4,30,Female,Spouse,Married,Tertiary education,Formally employed Government,Living together,No
6777,Rwanda,2016,No,Rural,Yes,5,25,Male,Head of Household,Married,Primary education,Formally employed Private,Living together,Yes
6778,Rwanda,2016,No,Rural,Yes,5,26,Female,Head of Household,Widowed,No formal education,Self employed,Widowed,Yes
6779,Rwanda,2016,Yes,Rural,Yes,3,20,Female,Child,Single,Vocational/Specialised training,Self employed,Never Married,No
6780,Rwanda,2016,Yes,Rural,Yes,9,17,Male,Child,Single,Primary education,Formally employed Private,Never Married,No
6781,Rwanda,2016,No,Rural,No,3,35,Female,Head of Household,Single,No formal education,Self employed,Never Married,Yes
6782,Rwanda,2016,No,Rural,Yes,7,21,Female,Child,Single,Secondary education,Informally employed,Never Married,No
6783,Rwanda,2016,No,Rural,Yes,7,20,Female,Parent,Single,Primary education,Self employed,Never Married,No
6784,Rwanda,2016,Yes,Rural,Yes,5,18,Female,Child,Single,Secondary education,Remittance Dependent,Never Married,No
6785,Rwanda,2016,No,Rural,Yes,4,20,Male,Child,Single,Secondary education,Informally employed,Never Married,No
6786,Rwanda,2016,Yes,Rural,Yes,4,32,Female,Spouse,Married,Primary education,Self employed,Living together,No
6787,Rwanda,2016,No,Rural,Yes,2,83,Male,Head of Household,Married,Primary education,Remittance Dependent,Living together,Yes
6788,Rwanda,2016,No,Rural,Yes,8,42,Male,Head of Household,Married,Secondary education,Farming and Fishing,Living together,Yes
6789,Rwanda,2016,No,Rural,Yes,4,24,Female,Spouse,Married,Secondary education,Informally employed,Living together,No
6790,Rwanda,2016,No,Rural,Yes,5,25,Female,Child,Single,Primary education,Farming and Fishing,Never Married,No
6791,Rwanda,2016,No,Rural,Yes,4,17,Male,Child,Single,Secondary education,Farming and Fishing,Never Married,No
6792,Rwanda,2016,No,Rural,No,4,34,Female,Spouse,Married,Primary education,Remittance Dependent,Living together,No
6793,Rwanda,2016,No,Rural,Yes,4,49,Female,Head of Household,Married,Primary education,Farming and Fishing,Living together,Yes
6794,Rwanda,2016,No,Rural,No,6,17,Female,Child,Single,Secondary education,Remittance Dependent,Never Married,No
6795,Rwanda,2016,No,Rural,Yes,3,40,Male,Head of Household,Married,Primary education,Farming and Fishing,Living together,Yes
6796,Rwanda,2016,No,Rural,Yes,7,51,Female,Head of Household,Widowed,No formal education,Informally employed,Widowed,Yes
6797,Rwanda,2016,No,Rural,Yes,3,28,Female,Spouse,Married,Secondary education,Farming and Fishing,Living together,No
6798,Rwanda,2016,No,Rural,Yes,3,28,Female,Spouse,Married,Primary education,Farming and Fishing,Living together,No
6799,Rwanda,2016,No,Rural,Yes,2,23,Female,Spouse,Married,Secondary education,Remittance Dependent,Living together,No
6800,Rwanda,2016,No,Rural,Yes,3,69,Male,Head of Household,Married,Primary education,Farming and Fishing,Living together,Yes
6801,Rwanda,2016,No,Rural,Yes,4,30,Female,Spouse,Married,Primary education,Farming and Fishing,Living together,No
6802,Rwanda,2016,Yes,Rural,Yes,4,40,Male,Head of Household,Married,Primary education,Farming and Fishing,Living together,Yes
6803,Rwanda,2016,Yes,Rural,Yes,2,52,Female,Head of Household,Divorced,Vocational/Specialised training,Farming and Fishing,Seperated,Yes
6804,Rwanda,2016,No,Rural,Yes,7,42,Male,Head of Household,Married,Primary education,Farming and Fishing,Living together,Yes
6805,Rwanda,2016,No,Urban,No,3,19,Female,Spouse,Married,No formal education,Informally employed,Living together,No
6806,Rwanda,2016,No,Rural,Yes,2,61,Female,Spouse,Married,No formal education,Farming and Fishing,Living together,No
6807,Rwanda,2016,No,Rural,Yes,6,40,Female,Spouse,Married,Primary education,Farming and Fishing,Living together,No
6808,Rwanda,2016,Yes,Urban,Yes,5,32,Female,Spouse,Married,Primary education,Self employed,Living together,No
6809,Rwanda,2016,No,Urban,Yes,11,17,Male,Child,Single,Secondary education,Remittance Dependent,Never Married,No
6810,Rwanda,2016,No,Urban,Yes,9,34,Female,Head of Household,Married,Primary education,Formally employed Private,Living together,Yes
6811,Rwanda,2016,No,Rural,Yes,4,18,Male,Other non-relatives,Single,Primary education,Informally employed,Never Married,No
6812,Rwanda,2016,No,Rural,Yes,4,19,Male,Child,Single,Primary education,Farming and Fishing,Never Married,No
6813,Rwanda,2016,No,Rural,Yes,3,23,Female,Spouse,Married,No formal education,Informally employed,Living together,No
6814,Rwanda,2016,No,Urban,Yes,5,22,Female,Child,Single,Primary education,Farming and Fishing,Never Married,No
6815,Rwanda,2016,Yes,Urban,Yes,7,72,Male,Head of Household,Married,Vocational/Specialised training,Remittance Dependent,Living together,Yes
6816,Rwanda,2016,No,Urban,Yes,3,38,Female,Head of Household,Divorced,No formal education,Other Income,Seperated,Yes
6817,Rwanda,2016,No,Rural,Yes,5,50,Female,Head of Household,Married,Primary education,Informally employed,Living together,Yes
6818,Rwanda,2016,No,Rural,Yes,6,38,Male,Head of Household,Married,No formal education,Farming and Fishing,Living together,Yes
6819,Rwanda,2016,Yes,Urban,Yes,3,26,Male,Head of Household,Married,Primary education,Formally employed Private,Living together,Yes
6820,Rwanda,2016,No,Rural,No,5,30,Male,Head of Household,Married,No formal education,Informally employed,Living together,Yes
6821,Rwanda,2016,No,Rural,Yes,5,61,Male,Head of Household,Married,Primary education,Farming and Fishing,Living together,Yes
6822,Rwanda,2016,No,Rural,No,6,42,Female,Spouse,Married,No formal education,Informally employed,Living together,No
6823,Rwanda,2016,No,Rural,Yes,5,32,Female,Spouse,Married,Primary education,Informally employed,Living together,No
6824,Rwanda,2016,Yes,Rural,Yes,2,31,Female,Spouse,Married,Primary education,Farming and Fishing,Living together,No
6825,Rwanda,2016,Yes,Rural,Yes,3,30,Male,Head of Household,Married,Secondary education,Farming and Fishing,Living together,Yes
6826,Rwanda,2016,No,Rural,Yes,5,41,Female,Head of Household,Single,Primary education,Farming and Fishing,Never Married,Yes
6827,Rwanda,2016,No,Rural,Yes,4,20,Female,Child,Single,Primary education,Informally employed,Never Married,No
6828,Rwanda,2016,No,Rural,Yes,5,65,Male,Head of Household,Married,Primary education,Farming and Fishing,Living together,Yes
6829,Rwanda,2016,No,Rural,No,5,27,Female,Spouse,Married,Primary education,Informally employed,Living together,No
6830,Rwanda,2016,No,Rural,Yes,2,73,Female,Head of Household,Widowed,No formal education,Farming and Fishing,Widowed,Yes
6831,Rwanda,2016,No,Rural,Yes,6,46,Female,Head of Household,Married,Primary education,Farming and Fishing,Living together,Yes
6832,Rwanda,2016,No,Rural,Yes,3,26,Female,Spouse,Married,Primary education,Farming and Fishing,Living together,No
6833,Rwanda,2016,No,Rural,Yes,2,66,Male,Head of Household,Widowed,Primary education,Farming and Fishing,Widowed,Yes
6834,Rwanda,2016,No,Urban,Yes,6,17,Male,Child,Single,Secondary education,Remittance Dependent,Never Married,No
6835,Rwanda,2016,Yes,Rural,Yes,3,26,Female,Spouse,Married,Secondary education,Remittance Dependent,Living together,No
6836,Rwanda,2016,No,Rural,No,6,31,Female,Child,Single,Primary education,Farming and Fishing,Never Married,No
6837,Rwanda,2016,No,Rural,No,4,32,Male,Head of Household,Married,No formal education,Informally employed,Living together,Yes
6838,Rwanda,2016,No,Rural,Yes,5,51,Female,Spouse,Married,No formal education,Informally employed,Living together,No
6839,Rwanda,2016,No,Rural,Yes,5,45,Female,Head of Household,Widowed,Primary education,Informally employed,Widowed,Yes
6840,Rwanda,2016,No,Rural,Yes,7,38,Female,Spouse,Married,Primary education,Farming and Fishing,Living together,No
6841,Rwanda,2016,No,Rural,No,1,63,Female,Head of Household,Married,No formal education,Farming and Fishing,Living together,Yes
6842,Rwanda,2016,No,Rural,Yes,7,18,Male,Child,Single,Primary education,Farming and Fishing,Never Married,No
6843,Rwanda,2016,No,Rural,Yes,5,43,Female,Parent,Single,Primary education,Remittance Dependent,Never Married,No
6844,Rwanda,2016,No,Rural,No,5,16,Male,Child,Single,Primary education,Farming and Fishing,Never Married,No
6845,Rwanda,2016,No,Urban,No,5,38,Female,Head of Household,Widowed,Primary education,Farming and Fishing,Widowed,Yes
6846,Rwanda,2016,No,Rural,Yes,6,43,Female,Head of Household,Widowed,Primary education,Farming and Fishing,Widowed,Yes
6847,Rwanda,2016,No,Rural,Yes,8,40,Female,Child,Married,Secondary education,Farming and Fishing,Living together,No
6848,Rwanda,2016,No,Rural,Yes,5,41,Female,Spouse,Married,Primary education,Informally employed,Living together,No
6849,Rwanda,2016,No,Rural,Yes,7,16,Male,Child,Single,Primary education,Informally employed,Never Married,No
6850,Rwanda,2016,No,Urban,Yes,5,37,Female,Spouse,Married,Primary education,Self employed,Living together,No
6851,Rwanda,2016,No,Rural,Yes,4,65,Female,Spouse,Married,No formal education,Farming and Fishing,Living together,No
6852,Rwanda,2016,No,Urban,Yes,5,50,Male,Head of Household,Married,No formal education,Other Income,Living together,Yes
6853,Rwanda,2016,No,Rural,Yes,5,37,Female,Spouse,Married,Primary education,Farming and Fishing,Living together,No
6854,Rwanda,2016,No,Rural,Yes,7,63,Male,Head of Household,Married,No formal education,Farming and Fishing,Living together,Yes
6855,Rwanda,2016,No,Rural,Yes,6,40,Male,Head of Household,Married,Primary education,Farming and Fishing,Living together,Yes
6856,Rwanda,2016,No,Rural,Yes,2,78,Female,Head of Household,Widowed,No formal education,Informally employed,Widowed,Yes
6857,Rwanda,2016,No,Rural,Yes,9,41,Male,Head of Household,Married,No formal education,Farming and Fishing,Living together,Yes
6858,Rwanda,2016,No,Rural,Yes,5,32,Male,Head of Household,Married,Primary education,Farming and Fishing,Living together,Yes
6859,Rwanda,2016,No,Rural,No,1,37,Female,Head of Household,Single,No formal education,Farming and Fishing,Never Married,Yes
6860,Rwanda,2016,Yes,Rural,No,4,50,Female,Spouse,Married,Primary education,Informally employed,Living together,No
6861,Rwanda,2016,No,Rural,Yes,2,38,Male,Head of Household,Married,Primary education,Informally employed,Living together,Yes
6862,Rwanda,2016,No,Urban,Yes,7,46,Male,Head of Household,Married,Primary education,Informally employed,Living together,Yes
6863,Rwanda,2016,No,Rural,Yes,8,41,Female,Spouse,Married,Primary education,Farming and Fishing,Living together,No
6864,Rwanda,2016,Yes,Rural,Yes,7,32,Female,Spouse,Married,Secondary education,Self employed,Living together,No
6865,Rwanda,2016,No,Rural,Yes,5,47,Male,Head of Household,Married,Primary education,Informally employed,Living together,Yes
6866,Rwanda,2016,No,Rural,Yes,5,71,Female,Head of Household,Widowed,No formal education,Informally employed,Widowed,Yes
6867,Rwanda,2016,No,Rural,No,5,34,Female,Spouse,Married,Other/Dont know/RTA,Informally employed,Living together,No
6868,Rwanda,2016,No,Rural,Yes,4,36,Female,Head of Household,Single,Secondary education,Informally employed,Never Married,Yes
6869,Rwanda,2016,No,Rural,Yes,2,30,Male,Other non-relatives,Single,Primary education,Informally employed,Never Married,No
6870,Rwanda,2016,No,Rural,Yes,6,19,Female,Parent,Single,Primary education,Remittance Dependent,Never Married,No
6871,Rwanda,2016,No,Rural,No,4,25,Female,Spouse,Married,Primary education,Informally employed,Living together,No
6872,Rwanda,2016,Yes,Rural,Yes,5,27,Male,Head of Household,Married,Tertiary education,Informally employed,Living together,Yes
6873,Rwanda,2016,No,Rural,Yes,3,47,Female,Head of Household,Single,Primary education,Informally employed,Never Married,Yes
6874,Rwanda,2016,No,Rural,Yes,6,16,Female,Other non-relatives,Single,Primary education,Remittance Dependent,Never Married,No
6875,Rwanda,2016,No,Rural,Yes,5,37,Male,Other non-relatives,Single,Primary education,Informally employed,Never Married,No
6876,Rwanda,2016,No,Rural,Yes,5,39,Male,Head of Household,Married,No formal education,Informally employed,Living together,Yes
6877,Rwanda,2016,No,Rural,Yes,2,60,Female,Head of Household,Widowed,No formal education,Informally employed,Widowed,Yes
6878,Rwanda,2016,No,Urban,Yes,7,18,Female,Other non-relatives,Single,Secondary education,Informally employed,Never Married,No
6879,Rwanda,2016,No,Rural,Yes,3,32,Male,Head of Household,Married,Primary education,Farming and Fishing,Living together,Yes
6880,Rwanda,2016,No,Rural,Yes,3,39,Female,Head of Household,Widowed,No formal education,Informally employed,Widowed,Yes
6881,Rwanda,2016,No,Rural,No,4,26,Female,Spouse,Married,Primary education,Informally employed,Living together,No
6882,Rwanda,2016,No,Rural,No,2,40,Female,Head of Household,Widowed,No formal education,Farming and Fishing,Widowed,Yes
6883,Rwanda,2016,No,Rural,Yes,3,34,Female,Spouse,Married,No formal education,Farming and Fishing,Living together,No
6884,Rwanda,2016,Yes,Rural,Yes,6,35,Female,Parent,Single,Secondary education,Formally employed Private,Never Married,No
6885,Rwanda,2016,No,Rural,Yes,3,30,Male,Head of Household,Married,Primary education,Remittance Dependent,Living together,Yes
6886,Rwanda,2016,No,Rural,Yes,2,24,Female,Spouse,Married,Primary education,Farming and Fishing,Living together,No
6887,Rwanda,2016,No,Rural,Yes,4,26,Male,Head of Household,Married,Primary education,Informally employed,Living together,Yes
6888,Rwanda,2016,No,Urban,Yes,3,25,Male,Head of Household,Married,No formal education,Informally employed,Living together,Yes
6889,Rwanda,2016,No,Rural,Yes,4,54,Male,Head of Household,Married,No formal education,Farming and Fishing,Living together,Yes
6890,Rwanda,2016,No,Rural,Yes,6,44,Male,Head of Household,Married,Primary education,Farming and Fishing,Living together,Yes
6891,Rwanda,2016,No,Rural,Yes,3,29,Male,Head of Household,Married,Primary education,Informally employed,Living together,Yes
6892,Rwanda,2016,No,Rural,Yes,6,34,Female,Spouse,Married,Primary education,Farming and Fishing,Living together,No
6893,Rwanda,2016,No,Rural,Yes,6,23,Female,Child,Single,Secondary education,Informally employed,Never Married,No
6894,Rwanda,2016,No,Rural,Yes,4,24,Female,Spouse,Married,Primary education,Farming and Fishing,Living together,No
6895,Rwanda,2016,No,Rural,Yes,4,41,Male,Head of Household,Married,Primary education,Informally employed,Living together,Yes
6896,Rwanda,2016,No,Rural,No,3,63,Female,Head of Household,Widowed,No formal education,Informally employed,Widowed,Yes
6897,Rwanda,2016,No,Rural,Yes,4,33,Male,Head of Household,Married,Primary education,Informally employed,Living together,Yes
6898,Rwanda,2016,No,Rural,No,4,26,Female,Spouse,Married,No formal education,Farming and Fishing,Living together,No
6899,Rwanda,2016,No,Urban,Yes,3,16,Male,Child,Single,Primary education,Remittance Dependent,Never Married,No
6900,Rwanda,2016,No,Rural,No,3,66,Female,Head of Household,Widowed,No formal education,Farming and Fishing,Widowed,Yes
6901,Rwanda,2016,No,Rural,No,2,54,Male,Head of Household,Married,Primary education,Farming and Fishing,Living together,Yes
6902,Rwanda,2016,No,Rural,Yes,4,29,Female,Spouse,Married,No formal education,Farming and Fishing,Living together,No
6903,Rwanda,2016,No,Rural,Yes,7,51,Female,Spouse,Married,No formal education,Farming and Fishing,Living together,No
6904,Rwanda,2016,No,Rural,Yes,3,33,Male,Head of Household,Married,No formal education,Farming and Fishing,Living together,Yes
6905,Rwanda,2016,Yes,Rural,Yes,5,40,Male,Head of Household,Married,Secondary education,Farming and Fishing,Living together,Yes
6906,Rwanda,2016,No,Rural,Yes,4,55,Female,Head of Household,Widowed,Primary education,Farming and Fishing,Widowed,Yes
6907,Rwanda,2016,No,Rural,No,3,84,Female,Head of Household,Widowed,No formal education,Farming and Fishing,Widowed,Yes
6908,Rwanda,2016,Yes,Rural,Yes,4,54,Male,Head of Household,Married,Secondary education,Farming and Fishing,Living together,Yes
6909,Rwanda,2016,No,Rural,Yes,5,17,Female,Other relative,Single,Secondary education,Farming and Fishing,Never Married,No
6910,Rwanda,2016,No,Rural,Yes,4,23,Female,Spouse,Married,Primary education,Farming and Fishing,Living together,No
